"concept","conceptLabel_en","conceptLabel_de","conceptLabel_fr","conceptDef_en","conceptDef_de","conceptDef_fr","altLabel_en","altLabel_de","altLabel_fr","includesLabel_en","includesLabel_de","includesLabel_fr","isUseOfLabel_en","isUseOfLabel_de","isUseOfLabel_fr","producesLabel_en","producesLabel_de","producesLabel_fr","isProducedByLabel_en","isProducedByLabel_de","isProducedByLabel_fr"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"ornamental trees","Zierbusch","arbuste ornemental","ornamental climbers","Zierkletterpflanze","plante ornementale grimpante","Yucca","Yucca","Yucca","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"ornamental trees","Zierbusch","arbuste ornemental","ornamental climbers","Zierkletterpflanze","plante ornementale grimpante","evergreen plants","immergrüne Pflanze","plante à feuilles persistantes","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Abies","Abies","Abies","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Acer","Acer","Acer","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Acrocarpus","Acrocarpus","Acrocarpus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Aesculus","Aesculus","Aesculus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Albizia","Albizia","Albizia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Allamanda","Allamanda","Allamanda","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Araucaria","Araucaria","Araucaria","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Arbutus","Arbutus","Arbutus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Arundinaria","Arundinaria","Arundinaria","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Asimina","Asimina","Asimina","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Bambusa","Bambusa","Bambusa","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Bauhinia","Bauhinia","Bauhinia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Betula","Betula","Betula","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Buddleja","Buddleja","Buddleja","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Buxus","Buxus","Buxus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Calliandra","Calliandra","Calliandra","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Callistemon","Callistemon","Callistemon","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Camellia","Camellia","Camellia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Carissa","Carissa","Carissa","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Caryopteris","Caryopteris","Caryopteris","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Catalpa","Catalpa","Catalpa","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Cedrus","Cedrus","Cedrus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Chaenomeles","Chaenomeles","Chaenomeles","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Chamaecyparis","Chamaecyparis","Chamaecyparis","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Cistus","Cistus","Cistus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Cnidoscolus chayamansa","Cnidoscolus chayamansa","Cnidoscolus chayamansa","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Codiaeum","Codiaeum","Codiaeum","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Cornus","Cornus","Cornus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Cotoneaster","Cotoneaster","Cotoneaster","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Crataegus","Crataegus","Crataegus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Cupressus","Cupressus","Cupressus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Erica","Erica","Erica","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Erythrina","Erythrina","Erythrina","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Eucalyptus","Eucalyptus","Eucalyptus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Eugenia","Eugenia","Eugenia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Euphorbia pulcherrima","Euphorbia pulcherrima","Euphorbia pulcherrima","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Exochorda","Exochorda","Exochorda","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Fagus","Fagus","Fagus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Ficus","Ficus","Ficus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Forsythia","Forsythia","Forsythia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Fothergilla","Fothergilla","Fothergilla","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Fraxinus","Fraxinus","Fraxinus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Gardenia","Gardenia","Gardénia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Ginkgo biloba","Ginkgo biloba","Ginkgo biloba","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Gleditsia","Gleditsia","Gleditsia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Hamamelis","Hamamelis","Hamamélis","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Hibiscus","Hibiscus","Hibiscus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Hydrangea","Hydrangea","Hydrangea","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Ilex","Ilex","Ilex","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Ixora","Ixora","Ixora","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Jacaranda","Jacaranda","Jacaranda","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Jasminum","Jasminum","Jasminum","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Juniperus","Juniperus","Juniperus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Lagerstroemia","Lagerstroemia","Lagerstroemia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Lavandula","Lavandula","Lavandula","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Ligustrum","Ligustrum","Ligustrum","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Liquidambar","Liquidambar","Liquidambar","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Liriodendron","Liriodendron","Liriodendron","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Magnolia","Magnolia","Magnolia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Malus","Malus","Malus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Metasequoia","Metasequoia","Metasequoia","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Murraya paniculata","Murraya paniculata","Murraya paniculata","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Mussaenda","Mussaenda","Mussaenda","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Nerium oleander","Nerium oleander","Nerium oleander","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Pentas","Pentas","Pentas","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Philadelphus","Philadelphus","Philadelphus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Phyllostachys","Phyllostachys","Phyllostachys","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Physocarpus","Physocarpus","Physocarpus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Picea","Picea","Picea","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Pinus","Pinus","Pinus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Platanus","Platanus","Platanus","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
"http://aims.fao.org/aos/agrovoc/c_34067","ornamental woody plants","Ziergehölz","plante ornementale ligneuse",,,,"flowering shrubs","Zierstrauch","arbre ornemental","trees","Baum","arbre","Plumeria","Plumeria","Plumeria","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux","ornamental tree nurseries","Ziergehölzschule","pépinière d'arbres ornementaux"
